x,y,z,ri,n_ok,n_total,down
0.035000,-0.365000,0.045000,0.0417,1,24,0
0.035000,-0.365000,0.055000,0.0417,1,24,0
0.035000,-0.355000,-0.045000,0.0833,2,24,0
0.035000,-0.355000,-0.035000,0.0833,2,24,0
0.035000,-0.355000,-0.025000,0.0000,0,24,0
0.035000,-0.355000,-0.015000,0.0000,0,24,0
0.035000,-0.355000,-0.005000,0.0000,0,24,0
0.035000,-0.355000,0.005000,0.0000,0,24,0
0.035000,-0.355000,0.015000,0.0000,0,24,0
0.035000,-0.355000,0.025000,0.0833,2,24,0
0.035000,-0.355000,0.035000,0.0000,0,24,0
0.035000,-0.355000,0.045000,0.0000,0,24,0
0.035000,-0.355000,0.055000,0.1667,4,24,0
0.035000,-0.345000,-0.045000,0.0417,1,24,1
0.035000,-0.345000,-0.035000,0.0000,0,24,0
0.035000,-0.345000,-0.025000,0.0000,0,24,0
0.035000,-0.345000,-0.015000,0.0000,0,24,0
0.035000,-0.345000,-0.005000,0.0000,0,24,0
0.035000,-0.345000,0.005000,0.0000,0,24,0
0.035000,-0.345000,0.015000,0.0000,0,24,0
0.035000,-0.345000,0.025000,0.0833,2,24,0
0.035000,-0.345000,0.035000,0.0417,1,24,0
0.035000,-0.345000,0.045000,0.0833,2,24,0
0.035000,-0.345000,0.055000,0.1250,3,24,0
0.035000,-0.335000,-0.045000,0.0417,1,24,1
0.035000,-0.335000,-0.035000,0.0000,0,24,0
0.035000,-0.335000,-0.025000,0.0000,0,24,0
0.035000,-0.335000,-0.015000,0.0000,0,24,0
0.035000,-0.335000,-0.005000,0.0000,0,24,0
0.035000,-0.335000,0.005000,0.0000,0,24,0
0.035000,-0.335000,0.015000,0.0417,1,24,0
0.035000,-0.335000,0.025000,0.0417,1,24,0
0.035000,-0.335000,0.035000,0.1250,3,24,0
0.035000,-0.335000,0.045000,0.1250,3,24,0
0.035000,-0.335000,0.055000,0.1250,3,24,0
0.035000,-0.325000,-0.045000,0.0417,1,24,1
0.035000,-0.325000,-0.035000,0.0833,2,24,1
0.035000,-0.325000,-0.025000,0.0833,2,24,1
0.035000,-0.325000,-0.015000,0.0000,0,24,0
0.035000,-0.325000,-0.005000,0.0000,0,24,0
0.035000,-0.325000,0.005000,0.0000,0,24,0
0.035000,-0.325000,0.015000,0.0417,1,24,0
0.035000,-0.325000,0.025000,0.1667,4,24,0
0.035000,-0.325000,0.035000,0.0833,2,24,0
0.035000,-0.325000,0.045000,0.0000,0,24,0
0.035000,-0.325000,0.055000,0.1667,4,24,0
0.035000,-0.315000,-0.045000,0.0000,0,24,0
0.035000,-0.315000,-0.035000,0.0417,1,24,1
0.035000,-0.315000,-0.025000,0.0417,1,24,1
0.035000,-0.315000,-0.015000,0.0000,0,24,0
0.035000,-0.315000,-0.005000,0.0000,0,24,0
0.035000,-0.315000,0.005000,0.0000,0,24,0
0.035000,-0.315000,0.015000,0.0833,2,24,0
0.035000,-0.315000,0.025000,0.1250,3,24,0
0.035000,-0.315000,0.035000,0.1667,4,24,0
0.035000,-0.315000,0.045000,0.0417,1,24,0
0.035000,-0.315000,0.055000,0.0833,2,24,0
0.035000,-0.305000,-0.045000,0.0833,2,24,1
0.035000,-0.305000,-0.035000,0.0833,2,24,1
0.035000,-0.305000,-0.025000,0.0417,1,24,1
0.035000,-0.305000,-0.015000,0.0000,0,24,0
0.035000,-0.305000,-0.005000,0.0000,0,24,0
0.035000,-0.305000,0.005000,0.0417,1,24,0
0.035000,-0.305000,0.015000,0.0833,2,24,0
0.035000,-0.305000,0.025000,0.0833,2,24,0
0.035000,-0.305000,0.035000,0.1667,4,24,0
0.035000,-0.305000,0.045000,0.1250,3,24,0
0.035000,-0.305000,0.055000,0.1250,3,24,0
0.035000,-0.295000,-0.045000,0.0833,2,24,1
0.035000,-0.295000,-0.035000,0.0833,2,24,1
0.035000,-0.295000,-0.025000,0.0833,2,24,1
0.035000,-0.295000,-0.015000,0.0833,2,24,1
0.035000,-0.295000,-0.005000,0.1250,3,24,1
0.035000,-0.295000,0.005000,0.0833,2,24,0
0.035000,-0.295000,0.015000,0.0000,0,24,0
0.035000,-0.295000,0.025000,0.1667,4,24,0
0.035000,-0.295000,0.035000,0.0833,2,24,0
0.035000,-0.295000,0.045000,0.1250,3,24,0
0.035000,-0.295000,0.055000,0.0833,2,24,0
0.035000,-0.285000,-0.045000,0.0833,2,24,1
0.035000,-0.285000,-0.035000,0.0417,1,24,1
0.035000,-0.285000,-0.025000,0.1250,3,24,1
0.035000,-0.285000,-0.015000,0.1250,3,24,1
0.035000,-0.285000,-0.005000,0.1250,3,24,1
0.035000,-0.285000,0.005000,0.0417,1,24,1
0.035000,-0.285000,0.015000,0.0833,2,24,0
0.035000,-0.285000,0.025000,0.0833,2,24,0
0.035000,-0.285000,0.035000,0.1667,4,24,0
0.035000,-0.285000,0.045000,0.0833,2,24,0
0.035000,-0.285000,0.055000,0.0833,2,24,0
0.035000,-0.275000,-0.045000,0.0417,1,24,1
0.035000,-0.275000,-0.035000,0.0833,2,24,1
0.035000,-0.275000,-0.025000,0.0833,2,24,1
0.035000,-0.275000,-0.015000,0.2083,5,24,1
0.035000,-0.275000,-0.005000,0.1667,4,24,1
0.035000,-0.275000,0.005000,0.0417,1,24,0
0.035000,-0.275000,0.015000,0.1667,4,24,1
0.035000,-0.275000,0.025000,0.0417,1,24,0
0.035000,-0.275000,0.035000,0.0417,1,24,0
0.035000,-0.275000,0.045000,0.0833,2,24,0
0.035000,-0.275000,0.055000,0.0417,1,24,0
0.035000,-0.265000,-0.045000,0.0417,1,24,1
0.035000,-0.265000,-0.035000,0.0417,1,24,1
0.035000,-0.265000,-0.025000,0.1250,3,24,1
0.035000,-0.265000,-0.015000,0.1250,3,24,1
0.035000,-0.265000,-0.005000,0.0833,2,24,1
0.035000,-0.265000,0.005000,0.2083,5,24,1
0.035000,-0.265000,0.015000,0.1250,3,24,1
0.035000,-0.265000,0.025000,0.0417,1,24,0
0.035000,-0.265000,0.035000,0.1667,4,24,0
0.035000,-0.265000,0.045000,0.0833,2,24,0
0.035000,-0.265000,0.055000,0.0833,2,24,0
0.035000,-0.255000,-0.045000,0.0833,2,24,1
0.035000,-0.255000,-0.035000,0.0417,1,24,1
0.035000,-0.255000,-0.025000,0.0000,0,24,0
0.035000,-0.255000,-0.015000,0.1250,3,24,1
0.035000,-0.255000,-0.005000,0.0417,1,24,0
0.035000,-0.255000,0.005000,0.1250,3,24,1
0.035000,-0.255000,0.015000,0.0833,2,24,1
0.035000,-0.255000,0.025000,0.1667,4,24,1
0.035000,-0.255000,0.035000,0.0417,1,24,0
0.035000,-0.255000,0.045000,0.0833,2,24,0
0.035000,-0.255000,0.055000,0.0833,2,24,0
0.035000,-0.245000,-0.045000,0.0417,1,24,1
0.035000,-0.245000,-0.035000,0.1667,4,24,1
0.035000,-0.245000,-0.025000,0.0000,0,24,0
0.035000,-0.245000,-0.015000,0.0833,2,24,1
0.035000,-0.245000,-0.005000,0.2083,5,24,1
0.035000,-0.245000,0.005000,0.2083,5,24,1
0.035000,-0.245000,0.015000,0.1667,4,24,0
0.035000,-0.245000,0.025000,0.0000,0,24,0
0.035000,-0.245000,0.035000,0.0833,2,24,0
0.035000,-0.245000,0.045000,0.0833,2,24,0
0.035000,-0.245000,0.055000,0.0000,0,24,0
0.035000,-0.235000,-0.045000,0.1250,3,24,1
0.035000,-0.235000,-0.035000,0.1250,3,24,1
0.035000,-0.235000,-0.025000,0.1250,3,24,1
0.035000,-0.235000,-0.015000,0.1250,3,24,1
0.035000,-0.235000,-0.005000,0.1250,3,24,1
0.035000,-0.235000,0.005000,0.1667,4,24,1
0.035000,-0.235000,0.015000,0.0000,0,24,0
0.035000,-0.235000,0.025000,0.1250,3,24,1
0.035000,-0.235000,0.035000,0.0833,2,24,1
0.035000,-0.235000,0.045000,0.0000,0,24,0
0.035000,-0.235000,0.055000,0.0833,2,24,0
0.035000,-0.225000,-0.045000,0.1250,3,24,1
0.035000,-0.225000,-0.035000,0.1250,3,24,1
0.035000,-0.225000,-0.025000,0.0833,2,24,0
0.035000,-0.225000,-0.015000,0.1250,3,24,1
0.035000,-0.225000,-0.005000,0.2500,6,24,1
0.035000,-0.225000,0.005000,0.1250,3,24,1
0.035000,-0.225000,0.015000,0.1250,3,24,1
0.035000,-0.225000,0.025000,0.0833,2,24,1
0.035000,-0.225000,0.035000,0.1250,3,24,1
0.035000,-0.225000,0.045000,0.0833,2,24,0
0.035000,-0.225000,0.055000,0.0833,2,24,0
0.035000,-0.215000,-0.045000,0.0833,2,24,1
0.035000,-0.215000,-0.035000,0.0833,2,24,1
0.035000,-0.215000,-0.025000,0.0833,2,24,1
0.035000,-0.215000,-0.015000,0.0833,2,24,1
0.035000,-0.215000,-0.005000,0.1250,3,24,1
0.035000,-0.215000,0.005000,0.0417,1,24,1
0.035000,-0.215000,0.015000,0.0833,2,24,0
0.035000,-0.215000,0.025000,0.1250,3,24,1
0.035000,-0.215000,0.035000,0.0833,2,24,0
0.035000,-0.215000,0.045000,0.0000,0,24,0
0.035000,-0.215000,0.055000,0.0833,2,24,0
0.035000,-0.205000,-0.045000,0.0833,2,24,0
0.035000,-0.205000,-0.035000,0.0417,1,24,0
0.035000,-0.205000,-0.025000,0.0417,1,24,0
0.035000,-0.205000,-0.015000,0.0000,0,24,0
0.035000,-0.205000,-0.005000,0.0417,1,24,0
0.035000,-0.205000,0.005000,0.0417,1,24,0
0.035000,-0.205000,0.015000,0.0000,0,24,0
0.035000,-0.205000,0.025000,0.0000,0,24,0
0.035000,-0.205000,0.035000,0.0417,1,24,0
0.035000,-0.205000,0.045000,0.0000,0,24,0
0.035000,-0.205000,0.055000,0.0000,0,24,0
0.035000,-0.195000,-0.045000,0.0833,2,24,0
0.035000,-0.195000,-0.035000,0.0417,1,24,0
0.035000,-0.195000,-0.025000,0.0000,0,24,0
0.035000,-0.195000,-0.015000,0.0417,1,24,0
0.035000,-0.195000,-0.005000,0.0417,1,24,0
0.035000,-0.195000,0.005000,0.0000,0,24,0
0.035000,-0.195000,0.015000,0.0000,0,24,0
0.035000,-0.195000,0.025000,0.0000,0,24,0
0.035000,-0.195000,0.035000,0.0000,0,24,0
0.035000,-0.195000,0.045000,0.0417,1,24,0
0.035000,-0.195000,0.055000,0.0417,1,24,0
0.035000,-0.185000,-0.045000,0.0000,0,24,0
0.035000,-0.185000,-0.035000,0.0000,0,24,0
0.035000,-0.185000,-0.025000,0.0000,0,24,0
0.035000,-0.185000,-0.015000,0.0417,1,24,0
0.035000,-0.185000,-0.005000,0.0417,1,24,0
0.035000,-0.185000,0.005000,0.0417,1,24,0
0.035000,-0.185000,0.015000,0.0000,0,24,0
0.035000,-0.185000,0.025000,0.0417,1,24,0
0.035000,-0.185000,0.035000,0.0417,1,24,0
0.035000,-0.185000,0.045000,0.0417,1,24,0
0.035000,-0.185000,0.055000,0.0417,1,24,0
0.035000,-0.175000,-0.045000,0.0000,0,24,0
0.035000,-0.175000,-0.035000,0.0833,2,24,0
0.035000,-0.175000,-0.025000,0.0417,1,24,0
0.035000,-0.175000,-0.015000,0.0000,0,24,0
0.035000,-0.175000,-0.005000,0.0417,1,24,0
0.035000,-0.175000,0.005000,0.0000,0,24,0
0.035000,-0.175000,0.015000,0.0000,0,24,0
0.035000,-0.175000,0.025000,0.0417,1,24,0
0.035000,-0.175000,0.035000,0.0417,1,24,0
0.035000,-0.175000,0.045000,0.0000,0,24,0
0.035000,-0.175000,0.055000,0.0417,1,24,0
0.035000,-0.165000,-0.045000,0.0417,1,24,0
0.035000,-0.165000,-0.035000,0.0417,1,24,0
0.035000,-0.165000,-0.025000,0.0417,1,24,0
0.035000,-0.165000,-0.015000,0.0417,1,24,0
0.035000,-0.165000,-0.005000,0.0417,1,24,0
0.035000,-0.165000,0.005000,0.0000,0,24,0
0.035000,-0.165000,0.015000,0.0000,0,24,0
0.035000,-0.165000,0.025000,0.0000,0,24,0
0.035000,-0.165000,0.035000,0.0000,0,24,0
0.035000,-0.165000,0.045000,0.0000,0,24,0
0.035000,-0.165000,0.055000,0.0000,0,24,0
0.035000,-0.155000,-0.045000,0.0000,0,24,0
0.035000,-0.155000,-0.035000,0.0000,0,24,0
0.035000,-0.155000,-0.025000,0.0000,0,24,0
0.035000,-0.155000,-0.015000,0.0000,0,24,0
0.035000,-0.155000,-0.005000,0.0000,0,24,0
0.035000,-0.155000,0.005000,0.0000,0,24,0
0.035000,-0.155000,0.015000,0.0000,0,24,0
0.035000,-0.155000,0.025000,0.0417,1,24,0
0.035000,-0.155000,0.035000,0.0000,0,24,0
0.035000,-0.155000,0.045000,0.0000,0,24,0
0.035000,-0.155000,0.055000,0.0000,0,24,0
0.035000,-0.145000,-0.045000,0.0000,0,24,0
0.035000,-0.145000,-0.035000,0.0417,1,24,0
0.035000,-0.145000,-0.025000,0.0000,0,24,0
0.035000,-0.145000,-0.015000,0.0000,0,24,0
0.035000,-0.145000,-0.005000,0.0000,0,24,0
0.035000,-0.145000,0.005000,0.0000,0,24,0
0.035000,-0.145000,0.015000,0.0000,0,24,0
0.035000,-0.145000,0.025000,0.0000,0,24,0
0.035000,-0.145000,0.035000,0.0000,0,24,0
0.035000,-0.145000,0.045000,0.0000,0,24,0
0.035000,-0.145000,0.055000,0.0000,0,24,0
0.035000,-0.135000,-0.045000,0.0417,1,24,0
0.035000,-0.135000,-0.035000,0.0000,0,24,0
0.035000,-0.135000,-0.025000,0.0000,0,24,0
0.035000,-0.135000,-0.015000,0.0000,0,24,0
0.035000,-0.135000,-0.005000,0.0000,0,24,0
0.035000,-0.135000,0.005000,0.0000,0,24,0
0.035000,-0.135000,0.015000,0.0000,0,24,0
0.035000,-0.135000,0.025000,0.0000,0,24,0
0.035000,-0.135000,0.035000,0.0000,0,24,0
0.035000,-0.135000,0.045000,0.0000,0,24,0
0.035000,-0.135000,0.055000,0.0000,0,24,0
0.035000,-0.125000,-0.045000,0.0000,0,24,0
0.035000,-0.125000,-0.035000,0.0000,0,24,0
0.035000,-0.125000,-0.025000,0.0000,0,24,0
0.035000,-0.125000,-0.015000,0.0000,0,24,0
0.035000,-0.125000,-0.005000,0.0000,0,24,0
0.035000,-0.125000,0.005000,0.0000,0,24,0
0.035000,-0.125000,0.015000,0.0000,0,24,0
0.035000,-0.125000,0.025000,0.0000,0,24,0
0.035000,-0.125000,0.035000,0.0000,0,24,0
0.035000,-0.125000,0.045000,0.0000,0,24,0
0.035000,-0.125000,0.055000,0.0000,0,24,0
0.035000,-0.115000,-0.045000,0.0417,1,24,0
0.035000,-0.115000,-0.035000,0.0000,0,24,0
0.035000,-0.115000,-0.025000,0.0000,0,24,0
0.035000,-0.115000,-0.015000,0.0000,0,24,0
0.035000,-0.115000,-0.005000,0.0000,0,24,0
0.035000,-0.115000,0.005000,0.0000,0,24,0
0.035000,-0.115000,0.015000,0.0000,0,24,0
0.035000,-0.115000,0.025000,0.0000,0,24,0
0.035000,-0.115000,0.035000,0.0000,0,24,0
0.035000,-0.115000,0.045000,0.0000,0,24,0
0.035000,-0.115000,0.055000,0.0000,0,24,0
0.035000,-0.105000,-0.045000,0.0000,0,24,0
0.035000,-0.105000,-0.035000,0.0000,0,24,0
0.035000,-0.105000,-0.025000,0.0000,0,24,0
0.035000,-0.105000,-0.015000,0.0000,0,24,0
0.035000,-0.105000,-0.005000,0.0000,0,24,0
0.035000,-0.105000,0.005000,0.0000,0,24,0
0.035000,-0.105000,0.015000,0.0000,0,24,0
0.035000,-0.105000,0.025000,0.0000,0,24,0
0.035000,-0.105000,0.035000,0.0000,0,24,0
0.035000,-0.105000,0.045000,0.0000,0,24,0
0.035000,-0.105000,0.055000,0.0000,0,24,0
0.035000,-0.095000,-0.045000,0.0000,0,24,0
0.035000,-0.095000,-0.035000,0.0000,0,24,0
0.035000,-0.095000,-0.025000,0.0000,0,24,0
0.035000,-0.095000,-0.015000,0.0000,0,24,0
0.035000,-0.095000,-0.005000,0.0000,0,24,0
0.035000,-0.095000,0.005000,0.0000,0,24,0
0.035000,-0.095000,0.015000,0.0000,0,24,0
0.035000,-0.095000,0.025000,0.0000,0,24,0
0.035000,-0.095000,0.035000,0.0000,0,24,0
0.035000,-0.095000,0.045000,0.0000,0,24,0
0.035000,-0.095000,0.055000,0.0000,0,24,0
0.035000,-0.085000,-0.045000,0.0000,0,24,0
0.035000,-0.085000,-0.035000,0.0000,0,24,0
0.035000,-0.085000,-0.025000,0.0000,0,24,0
0.035000,-0.085000,-0.015000,0.0000,0,24,0
0.035000,-0.085000,-0.005000,0.0000,0,24,0
0.035000,-0.085000,0.005000,0.0000,0,24,0
0.035000,-0.085000,0.015000,0.0000,0,24,0
0.035000,-0.085000,0.025000,0.0000,0,24,0
0.035000,-0.085000,0.035000,0.0000,0,24,0
0.035000,-0.085000,0.045000,0.0000,0,24,0
0.035000,-0.085000,0.055000,0.0000,0,24,0
0.035000,-0.075000,-0.045000,0.0417,1,24,0
0.035000,-0.075000,-0.035000,0.0000,0,24,0
0.035000,-0.075000,-0.025000,0.0000,0,24,0
0.035000,-0.075000,-0.015000,0.0000,0,24,0
0.035000,-0.075000,-0.005000,0.0000,0,24,0
0.035000,-0.075000,0.005000,0.0000,0,24,0
0.035000,-0.075000,0.015000,0.0000,0,24,0
0.035000,-0.075000,0.025000,0.0000,0,24,0
0.035000,-0.075000,0.035000,0.0000,0,24,0
0.035000,-0.075000,0.045000,0.0000,0,24,0
0.035000,-0.075000,0.055000,0.0000,0,24,0
0.035000,-0.065000,-0.045000,0.0417,1,24,0
0.035000,-0.065000,-0.035000,0.0000,0,24,0
0.035000,-0.065000,-0.025000,0.0000,0,24,0
0.035000,-0.065000,-0.015000,0.0000,0,24,0
0.035000,-0.065000,-0.005000,0.0000,0,24,0
0.035000,-0.065000,0.005000,0.0000,0,24,0
0.035000,-0.065000,0.015000,0.0000,0,24,0
0.035000,-0.065000,0.025000,0.0000,0,24,0
0.035000,-0.065000,0.035000,0.0000,0,24,0
0.035000,-0.065000,0.045000,0.0000,0,24,0
0.035000,-0.065000,0.055000,0.0000,0,24,0
0.035000,-0.055000,-0.045000,0.0417,1,24,0
0.035000,-0.055000,-0.035000,0.0000,0,24,0
0.035000,-0.055000,-0.025000,0.0000,0,24,0
0.035000,-0.055000,-0.015000,0.0000,0,24,0
0.035000,-0.055000,-0.005000,0.0000,0,24,0
0.035000,-0.055000,0.005000,0.0000,0,24,0
0.035000,-0.055000,0.015000,0.0000,0,24,0
0.035000,-0.055000,0.025000,0.0000,0,24,0
0.035000,-0.055000,0.035000,0.0000,0,24,0
0.035000,-0.055000,0.045000,0.0000,0,24,0
0.035000,-0.055000,0.055000,0.0000,0,24,0
0.035000,-0.045000,-0.045000,0.0417,1,24,0
0.035000,-0.045000,-0.035000,0.0000,0,24,0
0.035000,-0.045000,-0.025000,0.0000,0,24,0
0.035000,-0.045000,-0.015000,0.0000,0,24,0
0.035000,-0.045000,-0.005000,0.0000,0,24,0
0.035000,-0.045000,0.005000,0.0000,0,24,0
0.035000,-0.045000,0.015000,0.0000,0,24,0
0.035000,-0.045000,0.025000,0.0000,0,24,0
0.035000,-0.045000,0.035000,0.0000,0,24,0
0.035000,-0.045000,0.045000,0.0000,0,24,0
0.035000,-0.045000,0.055000,0.0000,0,24,0
0.035000,-0.035000,-0.045000,0.0417,1,24,0
0.035000,-0.035000,-0.035000,0.0000,0,24,0
0.035000,-0.035000,-0.025000,0.0000,0,24,0
0.035000,-0.035000,-0.015000,0.0000,0,24,0
0.035000,-0.035000,-0.005000,0.0000,0,24,0
0.035000,-0.035000,0.005000,0.0000,0,24,0
0.035000,-0.035000,0.015000,0.0000,0,24,0
0.035000,-0.035000,0.025000,0.0000,0,24,0
0.035000,-0.035000,0.035000,0.0000,0,24,0
0.035000,-0.035000,0.045000,0.0000,0,24,0
0.035000,-0.035000,0.055000,0.0000,0,24,0
0.035000,-0.025000,-0.045000,0.0417,1,24,0
0.035000,-0.025000,-0.035000,0.0000,0,24,0
0.035000,-0.025000,-0.025000,0.0000,0,24,0
0.035000,-0.025000,-0.015000,0.0000,0,24,0
0.035000,-0.025000,-0.005000,0.0000,0,24,0
0.035000,-0.025000,0.005000,0.0000,0,24,0
0.035000,-0.025000,0.015000,0.0000,0,24,0
0.035000,-0.025000,0.025000,0.0000,0,24,0
0.035000,-0.025000,0.035000,0.0000,0,24,0
0.035000,-0.025000,0.045000,0.0000,0,24,0
0.035000,-0.025000,0.055000,0.0000,0,24,0
0.035000,-0.015000,-0.045000,0.0000,0,24,0
0.035000,-0.015000,-0.035000,0.0000,0,24,0
0.035000,-0.015000,-0.025000,0.0000,0,24,0
0.035000,-0.015000,-0.015000,0.0000,0,24,0
0.035000,-0.015000,-0.005000,0.0000,0,24,0
0.035000,-0.015000,0.005000,0.0000,0,24,0
0.035000,-0.015000,0.015000,0.0000,0,24,0
0.035000,-0.015000,0.025000,0.0000,0,24,0
0.035000,-0.015000,0.035000,0.0000,0,24,0
0.035000,-0.015000,0.045000,0.0000,0,24,0
0.035000,-0.015000,0.055000,0.0000,0,24,0
0.035000,-0.005000,-0.045000,0.0000,0,24,0
0.035000,-0.005000,-0.035000,0.0000,0,24,0
0.035000,-0.005000,-0.025000,0.0000,0,24,0
0.035000,-0.005000,-0.015000,0.0000,0,24,0
0.035000,-0.005000,-0.005000,0.0000,0,24,0
0.035000,-0.005000,0.005000,0.0000,0,24,0
0.035000,-0.005000,0.015000,0.0000,0,24,0
0.035000,-0.005000,0.025000,0.0000,0,24,0
0.035000,-0.005000,0.035000,0.0000,0,24,0
0.035000,-0.005000,0.045000,0.0000,0,24,0
0.035000,-0.005000,0.055000,0.0000,0,24,0
0.035000,0.005000,-0.045000,0.0000,0,24,0
0.035000,0.005000,-0.035000,0.0000,0,24,0
0.035000,0.005000,-0.025000,0.0000,0,24,0
0.035000,0.005000,-0.015000,0.0000,0,24,0
0.035000,0.005000,-0.005000,0.0000,0,24,0
0.035000,0.005000,0.005000,0.0000,0,24,0
0.035000,0.005000,0.015000,0.0000,0,24,0
0.035000,0.005000,0.025000,0.0000,0,24,0
0.035000,0.005000,0.035000,0.0000,0,24,0
0.035000,0.005000,0.045000,0.0000,0,24,0
0.035000,0.005000,0.055000,0.0000,0,24,0
0.045000,-0.795000,-0.045000,0.0000,0,24,0
0.045000,-0.795000,-0.035000,0.0000,0,24,0
0.045000,-0.795000,-0.025000,0.0000,0,24,0
0.045000,-0.795000,-0.015000,0.0000,0,24,0
0.045000,-0.795000,-0.005000,0.0000,0,24,0
0.045000,-0.795000,0.005000,0.0000,0,24,0
0.045000,-0.795000,0.015000,0.0000,0,24,0
0.045000,-0.795000,0.025000,0.0000,0,24,0
0.045000,-0.795000,0.035000,0.0000,0,24,0
0.045000,-0.795000,0.045000,0.0833,2,24,0
0.045000,-0.795000,0.055000,0.0000,0,24,0
0.045000,-0.785000,-0.045000,0.0000,0,24,0
0.045000,-0.785000,-0.035000,0.0000,0,24,0
0.045000,-0.785000,-0.025000,0.0000,0,24,0
0.045000,-0.785000,-0.015000,0.0000,0,24,0
0.045000,-0.785000,-0.005000,0.0000,0,24,0
0.045000,-0.785000,0.005000,0.0000,0,24,0
0.045000,-0.785000,0.015000,0.0000,0,24,0
0.045000,-0.785000,0.025000,0.0000,0,24,0
0.045000,-0.785000,0.035000,0.0833,2,24,0
0.045000,-0.785000,0.045000,0.0417,1,24,0
0.045000,-0.785000,0.055000,0.0417,1,24,0
0.045000,-0.775000,-0.045000,0.0000,0,24,0
0.045000,-0.775000,-0.035000,0.0000,0,24,0
0.045000,-0.775000,-0.025000,0.0000,0,24,0
0.045000,-0.775000,-0.015000,0.0000,0,24,0
0.045000,-0.775000,-0.005000,0.0000,0,24,0
0.045000,-0.775000,0.005000,0.0000,0,24,0
0.045000,-0.775000,0.015000,0.0000,0,24,0
0.045000,-0.775000,0.025000,0.0833,2,24,0
0.045000,-0.775000,0.035000,0.0000,0,24,0
0.045000,-0.775000,0.045000,0.0833,2,24,0
0.045000,-0.775000,0.055000,0.0833,2,24,0
0.045000,-0.765000,-0.045000,0.0000,0,24,0
0.045000,-0.765000,-0.035000,0.0000,0,24,0
0.045000,-0.765000,-0.025000,0.0000,0,24,0
0.045000,-0.765000,-0.015000,0.0000,0,24,0
0.045000,-0.765000,-0.005000,0.0000,0,24,0
0.045000,-0.765000,0.005000,0.0000,0,24,0
0.045000,-0.765000,0.015000,0.0417,1,24,0
0.045000,-0.765000,0.025000,0.0000,0,24,0
0.045000,-0.765000,0.035000,0.0417,1,24,0
0.045000,-0.765000,0.045000,0.0000,0,24,0
0.045000,-0.765000,0.055000,0.0000,0,24,0
0.045000,-0.755000,-0.045000,0.0000,0,24,0
0.045000,-0.755000,-0.035000,0.0000,0,24,0
0.045000,-0.755000,-0.025000,0.0000,0,24,0
0.045000,-0.755000,-0.015000,0.0000,0,24,0
0.045000,-0.755000,-0.005000,0.0000,0,24,0
0.045000,-0.755000,0.005000,0.0417,1,24,0
0.045000,-0.755000,0.015000,0.0000,0,24,0
0.045000,-0.755000,0.025000,0.0833,2,24,0
0.045000,-0.755000,0.035000,0.0833,2,24,0
0.045000,-0.755000,0.045000,0.0417,1,24,0
0.045000,-0.755000,0.055000,0.0833,2,24,0
0.045000,-0.745000,-0.045000,0.0000,0,24,0
0.045000,-0.745000,-0.035000,0.0000,0,24,0
0.045000,-0.745000,-0.025000,0.0000,0,24,0
0.045000,-0.745000,-0.015000,0.0000,0,24,0
0.045000,-0.745000,-0.005000,0.0833,2,24,0
0.045000,-0.745000,0.005000,0.0833,2,24,0
0.045000,-0.745000,0.015000,0.0417,1,24,0
0.045000,-0.745000,0.025000,0.0833,2,24,0
0.045000,-0.745000,0.035000,0.0833,2,24,0
0.045000,-0.745000,0.045000,0.1250,3,24,0
0.045000,-0.745000,0.055000,0.1667,4,24,0
0.045000,-0.735000,-0.045000,0.0000,0,24,0
0.045000,-0.735000,-0.035000,0.0000,0,24,0
0.045000,-0.735000,-0.025000,0.0000,0,24,0
0.045000,-0.735000,-0.015000,0.0000,0,24,0
0.045000,-0.735000,-0.005000,0.0833,2,24,0
0.045000,-0.735000,0.005000,0.0833,2,24,0
0.045000,-0.735000,0.015000,0.1250,3,24,0
0.045000,-0.735000,0.025000,0.1667,4,24,0
0.045000,-0.735000,0.035000,0.1250,3,24,0
0.045000,-0.735000,0.045000,0.1667,4,24,0
0.045000,-0.735000,0.055000,0.0417,1,24,0
0.045000,-0.725000,-0.045000,0.0000,0,24,0
0.045000,-0.725000,-0.035000,0.0000,0,24,0
0.045000,-0.725000,-0.025000,0.0000,0,24,0
0.045000,-0.725000,-0.015000,0.0833,2,24,0
0.045000,-0.725000,-0.005000,0.1250,3,24,0
0.045000,-0.725000,0.005000,0.1250,3,24,0
0.045000,-0.725000,0.015000,0.1667,4,24,0
0.045000,-0.725000,0.025000,0.1667,4,24,0
0.045000,-0.725000,0.035000,0.1667,4,24,0
0.045000,-0.725000,0.045000,0.0833,2,24,0
0.045000,-0.725000,0.055000,0.1667,4,24,0
0.045000,-0.715000,-0.045000,0.0000,0,24,0
0.045000,-0.715000,-0.035000,0.0000,0,24,0
0.045000,-0.715000,-0.025000,0.0833,2,24,0
0.045000,-0.715000,-0.015000,0.1250,3,24,0
0.045000,-0.715000,-0.005000,0.1250,3,24,0
0.045000,-0.715000,0.005000,0.1250,3,24,0
0.045000,-0.715000,0.015000,0.1250,3,24,0
0.045000,-0.715000,0.025000,0.1250,3,24,0
0.045000,-0.715000,0.035000,0.0000,0,24,0
0.045000,-0.715000,0.045000,0.1250,3,24,0
0.045000,-0.715000,0.055000,0.1250,3,24,0
0.045000,-0.705000,-0.045000,0.0000,0,24,0
